timestamp,pow,traw,tmu,cd,cv,ci,cstatus,ctemp
1176,159,101,33794,9140,1003,2835,0,80625
1178,157,101,33782,9140,1004,2730,0,80125
1181,153,101,33789,9140,1003,2683,0,79625
1183,153,101,33792,9140,1003,2660,0,80625
1185,154,101,33790,9140,1004,2714,0,80625
1187,151,101,33797,9140,1003,2683,0,79125
1190,149,101,33790,9140,1003,2695,0,80125
1192,152,101,33797,9140,1004,2640,0,80625
1194,151,101,33802,9140,1004,2707,0,79625
1196,161,101,33805,9140,1004,2652,0,79625
1199,152,101,33804,9140,1004,2750,0,79625
1201,155,101,33804,9140,1003,2738,0,80125
1203,159,101,33811,9140,1004,2800,0,80125
1205,154,101,33817,9140,1004,2742,0,80125
1212,156,101,33807,9140,1003,2714,0,79625
1214,160,101,33798,9140,1003,2769,0,80125
1217,157,101,33803,9156,1004,2800,0,80625
1219,153,101,33799,9140,1003,2640,0,81125
1221,157,101,33795,9140,1004,2750,0,80125
1223,159,101,33789,9140,1003,2753,0,80125
1226,155,101,33789,9156,1004,2699,0,80625
1228,159,101,33785,9140,1004,2707,0,80125
1230,149,101,33792,9140,1003,2753,0,80625
1233,154,101,33786,9140,1004,2683,0,80625
1235,153,101,33800,9140,1004,2718,0,80125
1237,157,101,33800,9140,1004,2800,0,81625
1239,150,101,33787,9140,1003,2652,0,80125
1242,151,101,33768,9140,1003,2660,0,80625
1244,153,101,33787,9140,1004,2722,0,79625
1246,153,102,33789,9140,1004,2679,0,80125
1248,158,102,33788,9140,1003,2816,0,81625
1251,161,102,33790,9140,1004,2800,0,80125
1253,161,102,33801,9156,1004,2816,0,80625
1255,163,102,33801,9140,1004,2707,0,80125
1257,160,102,33814,9140,1004,2843,0,79625
1260,159,102,33803,9140,1003,2710,0,80125
1262,155,102,33812,9140,1003,2722,0,80625
1264,152,102,33821,9156,1003,2738,0,79625
1266,153,102,33814,9140,1004,2691,0,81125
1273,158,102,33801,9140,1004,2753,0,80125
1275,162,102,33804,9140,1004,2847,0,81125
1278,161,102,33792,9140,1004,2777,0,80625
1280,154,102,33795,9140,1004,2699,0,81125
1282,156,102,33793,9140,1004,2703,0,80625
1285,160,102,33793,9156,1004,2730,0,81125
1287,153,102,33797,9140,1004,2687,0,80625
1289,156,102,33783,9140,1004,2738,0,80125
1291,159,102,33784,9140,1003,2781,0,81625
1294,150,102,33786,9140,1004,2617,0,80625
1296,153,102,33791,9140,1004,2699,0,80625
1298,164,102,33779,9140,1003,2808,0,80625
1305,154,102,33805,9156,1003,2722,0,80625
1307,159,102,33801,9140,1004,2773,0,81125
1309,152,102,33796,9140,1003,2726,0,80625
1312,158,102,33792,9140,1004,2679,0,80625
1314,153,102,33788,9140,1004,2703,0,81125
1316,157,102,33792,9140,1004,2687,0,78625
1318,154,102,33789,9140,1003,2699,0,81125
1321,156,102,33778,9140,1003,2718,0,81125
1323,152,102,33771,9140,1006,2675,0,81625
1325,160,102,33775,9140,1003,2769,0,81125
1327,143,102,33784,9140,1003,2625,0,81125
1330,163,103,33784,9140,1004,2835,0,81625
1332,156,103,33781,9140,1003,2828,0,81125
1334,162,103,33780,9140,1004,2789,0,81125
1336,151,103,33774,9140,1004,2710,0,81625
1339,155,103,33780,9140,1003,2761,0,81125
1341,163,103,33774,9140,1003,2859,0,81125
1343,154,103,33769,9140,1001,2757,0,82125
1346,155,103,33765,9140,1004,2785,0,81125
1348,156,103,33759,9140,1004,2789,0,82125
1350,156,103,33764,9140,1004,2722,0,81125
1357,157,103,33769,9140,1003,2800,0,80625
1364,157,103,33748,9140,1001,2824,0,81625
1366,161,103,33743,9140,1003,2796,0,82125
1368,150,103,33755,9140,1003,2699,0,81125
1370,161,103,33760,9140,1003,2824,0,81625
1373,156,103,33771,9140,1003,2800,0,81125
1375,159,103,33760,9140,1001,2843,0,81125
1377,158,103,33761,9140,1003,2789,0,81125
1379,160,103,33771,9140,1004,2832,0,81625
1382,156,103,33762,9156,1003,2761,0,81125
1384,157,103,33760,9140,1003,2839,0,80625
1386,162,103,33764,9140,1004,2910,0,81625
1388,163,103,33766,9140,1003,2800,0,80625
1391,158,103,33764,9156,1003,2828,0,81625
1393,163,103,33773,9140,1004,2843,0,81625
1395,156,103,33761,9140,1004,2769,0,81625
1398,162,103,33773,9156,1004,2867,0,82125
1400,154,103,33773,9140,1004,2714,0,81125
1402,152,103,33782,9156,1003,2750,0,81625
1404,158,103,33787,9140,1004,2847,0,81125
1407,157,103,33782,9156,1006,2792,0,82125
1409,158,103,33789,9140,1004,2769,0,82125
1411,159,103,33774,9140,1003,2863,0,80625
1413,158,103,33785,9156,1004,2859,0,82125
1416,159,103,33779,9140,1004,2914,0,81625
1418,158,103,33779,9140,1004,2816,0,81625
1420,159,103,33782,9156,1004,2812,0,82125
1422,158,104,33785,9156,1003,2816,0,81625
1425,161,104,33793,9156,1003,2808,0,81625
1427,156,104,33788,9156,1004,2812,0,81125
1429,156,104,33794,9156,1004,2816,0,81625
1431,158,104,33797,9156,1003,2871,0,82125
1434,162,104,33782,9156,1004,2824,0,81625
1440,153,104,33789,9156,1004,2808,0,81625
1443,155,104,33793,9156,1003,2812,0,81625
1445,159,104,33780,9156,1004,2792,0,81625
1447,156,104,33778,9156,1003,2808,0,82625
1450,159,104,33780,9156,1004,2792,0,81625
1452,160,104,33790,9140,1004,2812,0,82125
1454,160,104,33782,9156,1003,2742,0,82125
1456,156,104,33778,9156,1003,2816,0,81625
1459,156,104,33773,9156,1006,2812,0,82125
1461,155,104,33790,9156,1004,2722,0,81625
1463,162,104,33791,9140,1004,2800,0,81125
1465,156,104,33785,9156,1003,2812,0,82125
1468,158,104,33786,9156,1003,2808,0,81625
1470,153,104,33778,9140,1004,2742,0,82125
1472,160,104,33776,9140,1003,2722,0,81125
1474,151,104,33780,9156,1003,2730,0,82125
1477,157,104,33774,9156,1003,2808,0,82125
1479,158,104,33777,9156,1006,2816,0,82125
1481,157,104,33771,9140,1003,2820,0,82125
1483,163,104,33766,9156,1003,2761,0,82125
1486,160,104,33766,9140,1003,2816,0,82125
1488,161,104,33776,9156,1004,2792,0,82625
1490,161,104,33776,9156,1006,2847,0,82125
1492,154,104,33775,9156,1004,2777,0,81625
1495,157,104,33771,9140,1003,2750,0,82125
1497,157,104,33766,9156,1004,2765,0,83625
1499,161,104,33759,9140,1003,2820,0,81625
1502,153,104,33752,9140,1004,2808,0,82125
1504,157,104,33767,9156,1004,2808,0,82125
1506,152,104,33782,9156,1004,2628,0,81625
1508,157,104,33777,9156,1004,2839,0,82125
1511,155,104,33792,9156,1003,2824,0,82125
1513,158,104,33789,9156,1004,2835,0,82125
1515,151,104,33779,9156,1003,2695,0,82125
1517,159,104,33790,9156,1004,2835,0,82625
1520,159,104,33783,9156,1004,2757,0,81625
1522,152,104,33784,9156,1004,2769,0,83125
1524,160,105,33783,9156,1004,2816,0,81625
1526,156,105,33777,9156,1003,2820,0,82625
1529,160,105,33789,9156,1004,2753,0,81625
1531,160,105,33790,9156,1004,2769,0,82625
1533,158,105,33782,9156,1003,2828,0,82125
1535,170,105,33780,9156,1004,2914,0,82125
1538,156,105,33789,9156,1004,2812,0,81625
1540,159,105,33768,9156,1004,2816,0,82125
1547,161,105,33779,9156,1004,2824,0,82125
1549,157,105,33781,9140,1004,2816,0,82125
1551,158,105,33773,9140,1004,2804,0,82125
1554,157,105,33783,9156,1003,2812,0,82125
1556,162,105,33780,9156,1003,2816,0,82125
1558,167,105,33769,9156,1006,2914,0,83125
1560,152,105,33763,9156,1004,2750,0,82625
1563,158,105,33774,9156,1004,2832,0,83125
1565,160,105,33780,9156,1004,2871,0,81625
1567,159,105,33773,9156,1004,2820,0,83125
1569,156,105,33786,9156,1004,2761,0,82625
1572,156,105,33777,9156,1003,2824,0,82625
1574,159,105,33777,9156,1004,2781,0,82125
1576,160,105,33776,9156,1003,2839,0,82625
1578,160,105,33773,9140,1003,2824,0,82125
1581,155,105,33771,9156,1004,2792,0,83625
1583,160,105,33769,9156,1004,2917,0,82625
1585,163,105,33760,9140,1003,2789,0,82625
1587,160,105,33756,9140,1004,2796,0,82125
1590,157,105,33758,9156,1004,2777,0,82125
1592,164,105,33767,9156,1004,2808,0,84125
1594,158,105,33764,9140,1001,2824,0,82625
1596,158,105,33755,9156,1003,2828,0,81625
1599,156,105,33763,9156,1003,2832,0,82125
1601,157,105,33764,9156,1004,2789,0,82125
1603,153,105,33762,9156,1003,2808,0,82625
1606,156,105,33748,9156,1004,2792,0,83125
1612,157,105,33760,9140,1003,2808,0,83125
1615,152,105,33754,9156,1003,2781,0,82625
1617,157,105,33757,9156,1004,2800,0,83625
1619,157,105,33755,9156,1003,2792,0,82125
1621,161,105,33764,9156,1004,2906,0,82125
1624,159,105,33768,9156,1004,2816,0,82125
1630,162,106,33758,9156,1004,2964,0,82125
1637,164,106,33762,9156,1003,2890,0,82625
1639,164,106,33757,9156,1004,2917,0,83125
1642,157,106,33764,9156,1003,2804,0,83125
1644,159,106,33759,9156,1003,2808,0,83625
1646,163,106,33755,9156,1003,2878,0,83125
1648,162,106,33753,9156,1004,2839,0,84125
1651,159,106,33755,9156,1003,2835,0,83125
1653,164,106,33745,9156,1004,2929,0,82625
1655,162,106,33766,9156,1004,2890,0,82625
1658,161,106,33765,9156,1004,2949,0,82125
1660,158,106,33768,9156,1003,2925,0,82625
1662,162,106,33763,9171,1006,2921,0,83125
1664,163,106,33766,9156,1004,2921,0,82625
1667,159,106,33767,9156,1004,2898,0,82625
1669,163,106,33754,9156,1003,2917,0,83125
1671,163,106,33754,9156,1004,2929,0,82625
1673,162,106,33754,9156,1004,2855,0,83625
1676,168,106,33764,9156,1004,2964,0,82125
1678,162,106,33758,9156,1003,2980,0,82625
1680,160,106,33759,9156,1004,2847,0,83125
1682,163,106,33756,9156,1004,2882,0,82625
1685,159,106,33755,9156,1003,2839,0,82625
1687,164,106,33762,9156,1004,2925,0,82625
1689,157,106,33748,9156,1003,2863,0,82125
1691,162,106,33763,9156,1006,2937,0,82625
1694,168,106,33746,9156,1003,2968,0,84125
1696,166,106,33745,9156,1004,2941,0,82625
1698,160,106,33746,9156,1003,2898,0,83125
1700,162,106,33744,9156,1003,2910,0,83625
1703,164,106,33736,9156,1003,2863,0,82625
1710,165,106,33752,9156,1001,2957,0,84125
1712,162,106,33759,9156,1004,2917,0,82625
1714,160,106,33759,9156,1003,2906,0,83625
1716,156,106,33749,9156,1003,2863,0,82125
1719,161,106,33753,9156,1003,2894,0,82625
1721,159,106,33743,9156,1006,2878,0,83125
1723,162,106,33743,9156,1004,2933,0,82125
1725,161,106,33745,9156,1003,2925,0,83625
1728,159,106,33732,9156,1003,2863,0,83125
1730,160,106,33739,9156,1004,2906,0,83125
1732,159,106,33741,9156,1003,2800,0,83625
1734,169,106,33755,9156,1004,2937,0,82125
1737,161,106,33738,9156,1004,2886,0,83125
1739,158,106,33738,9140,1003,2800,0,82125
1741,160,106,33741,9140,1003,2878,0,82625
1743,160,106,33745,9156,1004,2941,0,82625
1746,167,106,33761,9156,1004,2980,0,83125
1748,158,106,33742,9140,1003,2925,0,83625
1750,166,106,33745,9156,1003,2941,0,82625
1752,168,106,33754,9156,1006,3058,0,83125
1755,159,106,33745,9156,1004,2949,0,83625
1757,166,106,33735,9156,1004,2972,0,83125
1759,165,106,33739,9156,1003,2882,0,84125
1762,161,106,33727,9156,1004,2929,0,82625
1764,167,106,33736,9156,1004,3011,0,83625
1766,169,106,33732,9156,1003,3070,0,83625
1768,164,106,33735,9156,1003,2945,0,83625
1771,161,106,33735,9156,1004,2929,0,84125
1773,155,106,33731,9156,1003,2851,0,83125
1775,163,106,33733,9140,1003,2910,0,83625
1777,153,106,33736,9140,1003,2824,0,84125
1780,164,106,33724,9156,1004,2914,0,83125
1782,166,106,33730,9156,1003,2925,0,83125
1784,165,106,33750,9156,1003,2937,0,83125
1786,164,106,33749,9156,1004,2937,0,83625
1789,163,106,33743,9156,1006,2937,0,83625
1791,164,107,33745,9156,1003,2937,0,83125
1793,169,107,33743,9156,1004,2996,0,84125
1795,162,107,33739,9156,1004,2871,0,83625
1802,163,107,33751,9156,1003,2925,0,83625
1804,164,107,33728,9140,1001,2925,0,83125
1807,164,107,33731,9156,1004,2937,0,83625
1809,167,107,33740,9156,1004,2992,0,82625
1811,164,107,33741,9156,1003,2960,0,83125
1814,155,107,33743,9156,1004,2882,0,84125
1816,160,107,33749,9156,1004,2921,0,82125
1818,166,107,33764,9171,1004,2925,0,83625
1820,161,107,33752,9156,1004,2937,0,82625
1823,160,107,33755,9156,1003,2808,0,84125
1825,161,107,33767,9156,1003,2917,0,83625
1827,162,107,33768,9171,1004,2820,0,83625
1829,163,107,33766,9156,1004,2875,0,82625
1832,162,107,33750,9156,1004,2890,0,84625
1834,161,107,33747,9156,1004,2933,0,83625
1836,163,107,33752,9156,1004,2937,0,83625
1838,160,107,33767,9156,1004,2871,0,83125
1841,164,107,33767,9156,1004,2945,0,83625
1843,161,107,33749,9156,1004,3007,0,83625
1845,164,107,33756,9156,1004,2937,0,83625
1847,165,107,33763,9171,1004,2945,0,83625
1850,169,107,33765,9156,1004,2941,0,82625
1852,165,107,33765,9171,1004,2941,0,83125
1854,162,107,33770,9156,1004,2917,0,83125
1856,165,107,33757,9156,1003,2945,0,84125
1859,158,107,33751,9156,1004,2933,0,84125
1861,157,107,33744,9156,1004,2828,0,83125
1868,158,107,33745,9156,1003,2894,0,83625
1870,166,107,33756,9156,1006,2898,0,84125
1872,160,107,33765,9171,1004,2812,0,83625
1875,161,107,33750,9156,1003,2808,0,84125
1877,163,107,33755,9156,1004,2949,0,84125
1879,164,107,33748,9171,1004,2871,0,83625
1881,165,107,33743,9156,1003,2925,0,83125
1884,166,107,33743,9156,1006,3023,0,83625
1886,161,107,33742,9156,1003,2824,0,84125
1888,162,107,33738,9156,1004,2859,0,84625
1890,160,107,33750,9156,1004,2941,0,83625
1893,161,107,33755,9156,1003,2925,0,83625
1895,167,107,33749,9156,1003,3027,0,83125
1897,166,107,33749,9156,1003,2988,0,84125
1899,162,107,33754,9156,1004,2929,0,84125
1902,159,107,33753,9156,1003,2917,0,82625
1904,162,107,33752,9171,1004,3015,0,83625
1906,162,107,33748,9156,1003,2925,0,84125
1908,154,107,33756,9156,1004,2777,0,83625
1911,163,107,33754,9156,1004,2906,0,83625
1913,156,107,33753,9156,1004,2886,0,83625
1915,163,107,33752,9156,1003,2929,0,83625
1917,158,107,33760,9171,1004,2937,0,84125
1920,165,107,33763,9171,1004,2914,0,84125
1922,164,107,33763,9156,1004,2937,0,83625
1924,160,107,33769,9171,1003,2921,0,83625
1927,166,107,33765,9156,1004,2929,0,84125
1929,165,107,33767,9156,1004,2933,0,83625
1931,167,107,33763,9171,1006,2964,0,84125
1933,157,107,33760,9171,1004,2906,0,84625
1936,164,107,33759,9156,1004,2925,0,83625
1938,159,107,33767,9171,1003,2808,0,83625
1940,158,107,33769,9171,1004,2859,0,83125
1942,162,107,33771,9156,1004,2957,0,84125
1945,166,107,33771,9171,1004,2875,0,85125
1947,160,108,33776,9171,1003,2851,0,84125
1949,166,108,33764,9171,1006,2968,0,83625
1951,160,107,33775,9156,1003,2894,0,84625
1954,160,108,33783,9171,1004,2828,0,84125
1956,166,108,33772,9171,1004,2875,0,83625
1958,163,108,33776,9171,1004,2941,0,83625
1960,167,108,33773,9156,1006,2933,0,83125
1963,163,108,33771,9171,1006,2945,0,83125
1965,164,108,33770,9171,1006,2910,0,84125
1967,158,108,33773,9156,1004,2820,0,82625
1969,160,108,33770,9171,1004,2863,0,85125
1972,158,108,33776,9171,1004,2890,0,86000
1974,160,108,33769,9171,1004,2832,0,84125
1976,160,108,33783,9171,1004,2910,0,83625
1979,155,108,33770,9156,1004,2863,0,84125
1981,166,108,33767,9156,1004,2906,0,84625
1983,163,108,33770,9171,1006,2914,0,83125
1985,163,108,33771,9171,1004,2914,0,84125
1988,159,108,33772,9156,1003,2843,0,84625
1990,162,108,33766,9156,1004,2945,0,83625
1992,167,108,33753,9156,1003,2937,0,83125
1994,167,108,33768,9171,1004,3007,0,83125
1997,164,108,33766,9171,1003,2941,0,84625
1999,159,108,33761,9156,1003,2910,0,84625
2001,162,108,33765,9156,1004,2933,0,83625
2003,163,108,33751,9156,1004,2910,0,84125
2006,161,108,33743,9156,1004,2816,0,83625
2008,162,108,33742,9156,1003,2898,0,83625
2010,167,108,33744,9156,1004,2832,0,82125
2012,154,108,33752,9171,1004,2902,0,83625
2015,166,108,33753,9156,1004,2984,0,84625
2017,162,108,33758,9156,1003,2933,0,83125
2019,163,108,33750,9171,1004,2914,0,84125
2021,161,108,33749,9156,1003,2886,0,83625
2024,156,108,33752,9171,1004,2855,0,84125
2031,164,108,33750,9156,1004,2937,0,84625
2033,163,108,33751,9156,1003,2953,0,84125
2035,165,108,33745,9156,1003,2933,0,83625
2037,163,108,33750,9156,1003,2929,0,84625
2040,157,108,33753,9156,1003,2886,0,83625
2042,160,108,33752,9156,1003,2917,0,83625
2044,158,108,33763,9171,1004,2882,0,84125
2046,158,108,33770,9171,1004,2886,0,83625
2049,170,108,33768,9171,1004,3011,0,84125
2051,163,108,33752,9171,1004,2886,0,84125
2053,160,108,33751,9171,1004,2921,0,84625
2055,157,108,33754,9156,1004,2843,0,83625
2058,160,108,33754,9156,1004,2839,0,84125
2060,160,108,33757,9156,1004,2929,0,84125
2062,161,108,33757,9171,1004,2980,0,84125
2064,159,108,33758,9171,1004,2953,0,84625
2067,157,108,33767,9156,1004,2898,0,84625
2069,158,108,33761,9156,1003,2890,0,84125
2071,165,108,33752,9171,1004,2945,0,82625
2073,162,108,33759,9171,1006,2925,0,84625
2076,171,108,33766,9171,1003,3054,0,84125
2078,164,108,33758,9171,1003,2988,0,84625
2080,159,108,33763,9156,1003,2921,0,84125
2083,166,108,33753,9156,1003,2890,0,83625
2085,161,108,33755,9156,1003,2921,0,84625
2087,161,108,33766,9156,1004,2843,0,84625
2089,161,108,33760,9171,1003,2867,0,84125
2092,161,108,33762,9171,1004,2875,0,85125
2094,163,108,33753,9156,1004,2980,0,83625
2096,156,108,33763,9156,1004,2832,0,84625
2098,158,108,33749,9156,1003,2925,0,83125
2101,165,108,33740,9156,1003,2917,0,84125
2103,164,108,33748,9156,1004,2941,0,84625
2105,161,108,33729,9156,1004,2921,0,83625
2107,161,108,33727,9156,1004,2914,0,84625
2110,159,108,33725,9171,1003,2808,0,83625
2112,165,108,33748,9156,1003,2910,0,84125
2114,162,108,33756,9156,1003,2867,0,84625
2116,164,108,33741,9156,1003,2914,0,84125
2119,161,108,33740,9156,1003,2890,0,84125
2121,161,108,33746,9156,1003,2925,0,82625
2123,161,108,33759,9171,1004,2839,0,83625
2125,165,108,33755,9156,1004,2925,0,84625
2128,160,108,33749,9156,1003,2898,0,83625
2130,165,108,33755,9156,1004,2867,0,84125
2132,165,108,33751,9156,1003,2906,0,84125
2139,160,108,33740,9156,1004,2828,0,83625
2141,162,108,33746,9156,1004,2859,0,84125
2144,164,108,33745,9156,1004,2816,0,85125
2146,169,108,33753,9156,1003,3039,0,83625
2148,168,108,33745,9156,1003,3019,0,84625
2150,163,108,33746,9171,1004,2925,0,85125
2153,164,108,33753,9156,1003,2917,0,83125
2155,159,108,33752,9171,1004,2882,0,84625
2157,158,108,33738,9156,1003,2859,0,84125
2164,165,108,33740,9171,1004,2945,0,84125
2166,162,108,33741,9171,1004,2917,0,84125
2168,162,108,33742,9156,1004,2875,0,84125
2171,162,108,33747,9171,1004,2890,0,85625
2173,157,108,33746,9156,1003,2890,0,84625
2175,162,109,33750,9156,1004,2800,0,83625
2177,159,109,33748,9156,1006,2882,0,84125
2180,160,109,33763,9171,1004,2871,0,85125
2182,166,109,33747,9156,1006,2921,0,84125
2184,159,109,33750,9171,1004,2824,0,84625
2187,164,109,33765,9171,1004,3003,0,84125
2189,174,109,33770,9171,1004,2996,0,83625
2191,163,109,33769,9156,1004,2933,0,84125
2193,159,109,33750,9156,1003,2914,0,83625
2196,165,109,33746,9171,1003,2988,0,83625
2198,157,109,33760,9171,1004,2898,0,83625
2200,159,109,33768,9171,1004,2937,0,84125
2202,165,109,33751,9156,1004,2929,0,84125
2205,163,109,33755,9171,1004,2984,0,84625
2207,162,109,33757,9156,1004,2843,0,84125
2214,166,109,33766,9171,1003,3011,0,84125
2216,158,109,33754,9156,1003,2937,0,84625
2223,161,109,33756,9171,1004,2945,0,84625
2225,164,109,33748,9156,1004,2949,0,85125
2227,169,109,33759,9156,1004,3042,0,84625
2229,162,109,33753,9156,1004,2937,0,84125
2232,164,109,33754,9156,1004,2937,0,84125
2234,162,109,33752,9171,1003,3003,0,84125
2236,167,109,33766,9171,1003,2957,0,84625
2238,165,109,33755,9171,1004,2933,0,85125
2241,162,109,33748,9171,1004,2933,0,84625
2243,167,109,33755,9171,1004,2972,0,83625
2245,160,109,33752,9171,1006,2875,0,84625
2248,163,109,33739,9156,1004,2925,0,84125
2250,162,109,33743,9156,1004,2929,0,84625
2252,164,109,33749,9171,1004,2925,0,84625
2254,162,109,33740,9171,1003,2886,0,84125
2257,158,109,33749,9171,1004,2875,0,83625
2259,164,109,33740,9171,1004,2980,0,84625
2261,161,109,33750,9171,1004,2941,0,84625
2263,162,109,33754,9171,1004,2945,0,84125
2266,162,109,33755,9156,1004,2925,0,85125
2268,159,109,33746,9171,1004,2933,0,83625
2270,160,109,33751,9171,1004,2933,0,84625
2272,156,109,33753,9156,1006,2917,0,84625
2275,163,109,33747,9171,1003,2902,0,85125
2277,165,109,33735,9156,1003,3015,0,84625
2279,163,109,33743,9156,1004,2878,0,85125
2281,160,109,33724,9156,1004,2851,0,85125
2284,164,109,33736,9156,1003,2960,0,84125
2286,162,109,33741,9171,1003,2925,0,84625
2288,163,109,33759,9171,1004,2933,0,84125
2290,162,109,33748,9156,1006,2914,0,84125
2293,168,109,33747,9171,1004,2914,0,85125
2295,160,109,33743,9156,1003,2906,0,84125
2297,167,109,33749,9171,1004,2968,0,85625
2300,162,109,33757,9156,1003,2964,0,84125
2302,161,109,33753,9156,1003,2929,0,85125
2304,164,109,33746,9156,1003,2941,0,84125
2306,165,109,33743,9171,1004,2925,0,84625
2309,164,109,33754,9171,1003,2968,0,84125
2311,165,109,33755,9156,1004,2941,0,85125
2313,165,109,33734,9156,1003,2925,0,84625
2315,162,109,33742,9156,1004,2894,0,85125
2318,160,109,33743,9156,1003,2917,0,84625
2320,160,109,33733,9156,1003,2878,0,84125
